IMO/LR/IHS No.;Name of Ship;Flag;MMSI;Callsign;Status;GT;Ship Type
7905766;POLARIS;Russia;273211070;UBOU6;In Service/Commission;2607;Trailing Suction Hopper Dredger
6903010;POLARTANK;Russia;273433560;UDSE;In Service/Commission;1084;Chemical Tanker
8834562;POLLUKS;Russia;273897710;UDXV;In Service/Commission;4407;Fish Factory Ship
9848613;POLLUX;Russia;;;Keel Laid;2250;Fishing Vessel
9175286;POLTAVA;Russia;273330280;UEEJ;In Service/Commission;6971;Refrigerated Cargo Ship
8770986;POLYARNAYA ZVEZDA;Russia;273355210;UBUG4;In Service/Commission;54450;Drilling Rig, semi Submersible
8860468;POMOR;Russia;273398570;UBWO2;In Service/Commission;2390;Fish Carrier
9764336;POMOR;Russia;273399490;UDJA;In Service/Commission;4866;Anchor Handling Tug Supply
8228684;PORFIRIY CHANCHIBADZE;Russia;273249600;UAUJ;In Service/Commission;4407;Fish Factory Ship
9175688;PORT KERCH;Russia;;UBKN2;Laid-Up;3188;General Cargo Ship
9884150;PORT NEWS;Russia;273295620;UBQV3;Launched;5256;Chemical/Products Tanker
9246621;PORTOVYY;Russia;273211890;UBFV4;In Service/Commission;94499;LNG Tanker
9062740;PORTUN;Russia;273359710;;In Service/Commission;1012;Chemical Tanker
8815009;POSYET;Russia;273299190;UBYW4;In Service/Commission;3461;Refrigerated Cargo Ship
7831898;PREDANNYY;Russia;273817100;UDDA;Laid-Up;1163;Tug
9148881;PRIAM;Russia;273396750;UCPE;In Service/Commission;2657;Chemical/Products Tanker
9236743;PRIMORYE;Russia;273210220;UBET5;In Service/Commission;23236;Products Tanker
8860559;PRIMORYE;Russia;273820700;UHJO;In Service/Commission;2392;Fish Factory Ship
8520769;PROEKT;Russia;273457870;UHYS;In Service/Commission;1146;Fishing Vessel
8607012;PROFESSOR KAGANOVSKIY;Russia;273819200;UDDH;In Service/Commission;2062;Fishing Vessel
9368261;PROFESSOR KATSMAN;Russia;273355040;UBOG3;In Service/Commission;4970;General Cargo Ship
7741299;PROFESSOR KERICHEV;Russia;273358000;UGQW;In Service/Commission;2478;General Cargo Ship
7230288;PROFESSOR KHLYUSTIN;Russia;273158900;UDXF;Laid-Up;6200;Training Ship
8010350;PROFESSOR KHROMOV;Russia;273457210;UBNR;In Service/Commission;1759;Passenger/Cruise
8834691;PROFESSOR LOGACHEV;Russia;273456410;UADZ;In Service/Commission;4504;Research Survey Vessel
8010348;PROFESSOR MOLCHANOV;Russia;273458500;UAKA;In Service/Commission;1753;Passenger/Cruise
8010362;PROFESSOR MULTANOVSKIY;Russia;273432910;UCLA;In Service/Commission;1753;Passenger/Cruise
8516615;PROGRESS;Russia;273311860;UFWZ;In Service/Commission;4295;Refrigerated Cargo Ship
7801910;PROLETARSK;Russia;273441540;UBRN;In Service/Commission;3415;General Cargo Ship
7229320;PROLIV LONGA;Russia;273442420;UBZZ;In Service/Commission;1329;Fishing Vessel
8136740;PROLIV LONGA;Russia;273356610;UBXG4;In Service/Commission;13496;Refrigerated Cargo Ship 
8913887;PROSPER;Russia;273362110;UBEI3;In Service/Commission;2815;General Cargo Ship
8920555;PROTEY;Russia;273394360;UBRF;In Service/Commission;3206;Chemical/Products Tanker
7515195;PURGA;Russia;273215800;UASU;In Service/Commission;1157;Tug
9916599;PURGA;Russia;;;Keel Laid;6500;Patrol Vessel
8869397;PUR-NAVOLOK;Russia;273314480;UBNE8;In Service/Commission;1866;General Cargo Ship
8702264;PYOTR ANOKHIN;Russia;273332500;UFWQ;In Service/Commission;3048;General Cargo Ship
8859988;PYOTR BOGDANOV;Russia;273421300;UCIR;In Service/Commission;2380;Fish Factory Ship
9082178;PYOTR ILICHYOV;Russia;273352570;UCMP;In Service/Commission;6964;Refrigerated Cargo Ship
9904675;PYOTR STOLYPIN;Russia;;;Keel Laid;108406;LNG Tanker
9013878;RADIK BASHIROV;Russia;273355230;UHAR;In Service/Commission;7949;General Cargo Ship
1010533;RAHIL;Russia;273378690;UBTN4;In Service/Commission;1347;Yacht
8225668;REFRIGERATOR-605;Russia;273316040;UIVV;In Service/Commission;1597;Refrigerated Cargo Ship
9150808;REGION 87;Russia;273385770;UBHP7;In Service/Commission;27011;Bulk Carrier
9489481;REM STAR;Russia;273411580;UBXQ6;In Service/Commission;3125;Fishing Vessel
9662203;RENAISSANCE;Russia;;;In Service/Commission;4161;Deck Cargo Pontoon, non propelled
8711849;RENE;Russia;273353480;UBCJ8;In Service/Commission;1896;Products Tanker 
9109500;RETRIEVER;Russia;273397490;UBXG;In Service/Commission;3687;Refrigerated Cargo Ship
9884162;RIVER PORT;Russia;;;Keel Laid;5256;Chemical/Products Tanker
9327334;RN POLARIS;Russia;273352560;UBLI6;In Service/Commission;4859;Products Tanker
9650004;RN PRIMORYE;Russia;273417970;UBWQ3;In Service/Commission;2824;Products Tanker 
9650016;RN SAKHALIN;Russia;273399390;UBCP8;In Service/Commission;2824;Products Tanker 
9599353;RN TUAPSE;Russia;273329070;UBDL6;In Service/Commission;4800;Products Tanker 
8862935;ROSCHEM-2;Russia;273437420;UCIA;In Service/Commission;1904;Products Tanker
8942931;ROSEWOOD;Russia;273316730;UIBJ;In Service/Commission;5096;General Cargo Ship
8700187;ROSHCHINO;Russia;273164300;UCQJ;In Service/Commission;2966;Products Tanker
9531894;ROSSITA;Russia;273357130;UBJH5;In Service/Commission;2557;Nuclear Fuel Carrier
9911238;ROSSIYA;Russia;;;Keel Laid;68601;Icebreaker
9289001;ROSTOV VELIKIY;Russia;273443282;UGMX;In Service/Commission;4378;Products Tanker
8971190;ROSTOV-NA-DONU;Russia;273429570;UGNT;In Service/Commission;4997;General Cargo Ship
8897198;RUBY;Russia;273448370;UEAO;In Service/Commission;2453;General Cargo Ship
9848728;RUS;Russia;273214810;UBCT6;In Service/Commission;1208;Fishing Vessel
9302308;RUSICH-1;Russia;273313430;UAAA;In Service/Commission;4970;General Cargo Ship
9368247;RUSICH-10;Russia;273359260;UBJI9;In Service/Commission;4970;General Cargo Ship
9368259;RUSICH-11;Russia;273354040;UCLM;In Service/Commission;4970;General Cargo Ship
9317016;RUSICH-2;Russia;273314430;UAQG;In Service/Commission;4970;General Cargo Ship
9331452;RUSICH-3;Russia;273315430;UBEZ;In Service/Commission;4970;General Cargo Ship
9331799;RUSICH-4;Russia;273316430;UBFO;In Service/Commission;4970;General Cargo Ship
9353046;RUSICH-5;Russia;273317430;UBHY;In Service/Commission;4970;General Cargo Ship
9345714;RUSICH-6;Russia;273357260;UBJI7;In Service/Commission;4970;General Cargo Ship
9346550;RUSICH-7;Russia;273310950;UBUI;In Service/Commission;4970;General Cargo Ship
9368209;RUSICH-8;Russia;273351360;UBKI3;In Service/Commission;4970;General Cargo Ship
8520563;RUSTICA;Russia;273430160;UHCL;In Service/Commission;1787;Refrigerated Cargo Ship
9147174;RUT;Russia;273298130;UBTV5;In Service/Commission;1820;Fishing Vessel
9906415;RYBACHIY;Russia;;;Keel Laid;2445;Fishing Vessel
8901494;RYBAK;Russia;273351680;UDAD;In Service/Commission;1927;Fish Factory Ship
8522078;RYBAK;Russia;273339120;UBKF9;Laid-Up;1907;Fishing Vessel
9203734;RYBINSK;Russia;273121100;UFTE;In Service/Commission;3252;General Cargo Ship
8711289;RZK CONSTANTA;Russia;273148510;UHRA;In Service/Commission;7095;General Cargo Ship
9210359;S. KUZNETSOV;Russia;273336180;UBLK7;In Casualty Or Repairing;6204;General Cargo Ship
9207522;SAAMI;Russia;273380430;UAFL;In Service/Commission;2218;Fish Factory Ship
8857667;SAKHALIN-10;Russia;273186400;UCDL;In Service/Commission;9419;Passenger/Ro-Ro Ship (Vehicles/Rail)
8330516;SAKHALIN-8;Russia;273187000;UERK;In Service/Commission;9420;Passenger/Ro-Ro Ship (Vehicles/Rail)
8728543;SAKHALIN-9;Russia;273185600;UCEE;In Service/Commission;9346;Passenger/Ro-Ro Ship (Vehicles/Rail)
9133197;SALSK;Russia;273342000;UCRA;In Service/Commission;4955;General Cargo Ship
8711966;SAMARA CITY;Russia;273342900;UBSS;In Service/Commission;4407;Chemical/Products Tanker
9114751;SAMSON;Russia;273216560;UBMU4;In Service/Commission;3726;Chemical/Products Tanker
9332389;SANAR-1;Russia;273438670;UEQK;In Service/Commission;4226;Chemical/Products Tanker
9328663;SANAR-2;Russia;273433590;UEZV;In Service/Commission;4207;Chemical/Products Tanker
9457804;SANAR-3;Russia;273358760;UBPI2;In Service/Commission;4740;Chemical/Products Tanker
9476771;SANAR-4;Russia;273359760;UBPI3;In Service/Commission;4740;Chemical/Products Tanker
9476783;SANAR-5;Russia;273350860;UBPI4;In Service/Commission;4740;Chemical/Products Tanker
9211999;SANAR-7;Russia;273615700;UBFX5;In Service/Commission;62569;Crude Oil Tanker
9212008;SANAR-8;Russia;273619700;UBFX8;In Service/Commission;62569;Crude Oil Tanker
9326586;SANKT-PETERBURG;Russia;273334710;UBHF6;In Service/Commission;9460;Icebreaker
9288980;SANKT-PETERBURG;Russia;273443330;UFZC;In Service/Commission;4378;Products Tanker
9182057;SAPFIR;Russia;273454880;UBUS5;In Service/Commission;2401;Platform Supply Ship
8702680;SAPPHIRE II;Russia;273355290;UDHT;In Service/Commission;2071;Fishing Vessel
9081643;SARONIC BREEZE;Russia;273354740;UBYH9;In Service/Commission;6964;Refrigerated Cargo Ship
9358034;SASCO ALDAN;Russia;273293420;UBOV4;In Service/Commission;9611;General Cargo Ship
9242986;SASCO ANGARA;Russia;273390170;UBUO6;In Service/Commission;6420;Container Ship (Fully Cellular)
9255402;SASCO ANIVA;Russia;273383520;UBBO5;In Service/Commission;6386;Container Ship (Fully Cellular)
9246140;SASCO AVACHA;Russia;273373920;UBMO9;In Service/Commission;6418;Container Ship (Fully Cellular)
9378175;SATURN;Russia;273356920;UBHH9;In Service/Commission;2806;Anchor Handling Tug Supply
9755086;SAYAN POLARIS;Russia;273214710;UAJA;In Service/Commission;6453;Platform Supply Ship
9335678;SCF ENDEAVOUR;Russia;273312540;UIHP;In Service/Commission;4992;Platform Supply Ship
9335680;SCF ENDURANCE;Russia;273314650;UIPN;In Service/Commission;4992;Platform Supply Ship
9335692;SCF ENTERPRISE;Russia;273312060;UFHH2;In Service/Commission;4992;Platform Supply Ship
9307724;SCF SAKHALIN;Russia;273318120;UHME;In Service/Commission;6882;Platform Supply Ship
8905737;SEA HUNTER;Russia;273336810;UBIF9;In Service/Commission;1042;Fishing Vessel
8721143;SEAWIND 1;Russia;273426670;UIQK;In Service/Commission;4413;Fish Factory Ship
7946356;SEDOV;Russia;273510000;UELO;Laid-Up;3432;Sail Training Ship
9959204;SEFINE 58;Russia;;;On Order/Not Commenced;11066;Salvage Ship
9199115;SEIVAL;Russia;273296620;UBQV5;In Service/Commission;3157;Anchor Handling Tug Supply
8714657;SELENGA;Russia;273352140;UBSH8;In Service/Commission;6030;General Cargo Ship
9137727;SEMEN DEZHNEV;Russia;273333760;UBGK6;In Service/Commission;4078;General Cargo Ship
7119446;SEMYON DEZHNEV;Russia;273123000;UIPF;In Service/Commission;2315;Icebreaker
8867222;SERAPHIM SAROVSKIY;Russia;273334800;UHSO;In Service/Commission;2999;General Cargo Ship
9555333;SERDOLIK;Russia;273334240;UCLN;In Service/Commission;3505;General Cargo Ship
8929513;SEREBRYANKA;Russia;273133300;UCJK;In Service/Commission;2925;Nuclear Fuel Carrier
9942354;SERGEI VOLKOV;Russia;273616400;UBCX7;In Service/Commission;6266;General Cargo Ship
9904687;SERGEI WITTE;Russia;;;Keel Laid;108406;LNG Tanker
8817356;SERGEY ASYAMOV;Russia;273373070;UBIN5;In Service/Commission;1999;General Cargo Ship
9803182;SERGEY BALK;Russia;273544340;RMKW;In Service/Commission;2464;Tug
8907022;SERGEY BOCHKAREV;Russia;273214530;UBST3;In Service/Commission;7671;Fish Factory Ship
8811924;SERGEY GAVRILOV;Russia;273382370;UBGP5;In Service/Commission;7949;General Cargo Ship
8606276;SERGEY KUZNETSOV;Russia;273449000;UAXN;In Service/Commission;2601;General Cargo Ship
8721222;SERGEY NOVOSYOLOV;Russia;273830200;UGVG;In Service/Commission;4407;Fish Factory Ship
9637961;SERGEY TERSKOV;Russia;273387430;UEAR;In Service/Commission;4531;Crude/Oil Products Tanker
9076454;SEROGLAZKA;Russia;273843200;UCLT;In Service/Commission;4407;Fish Factory Ship
7801867;SESTRORETSK;Russia;273343110;UBWJ;In Service/Commission;3415;General Cargo Ship
8006842;SETUN;Russia;;;In Service/Commission;1913;Cable Layer
8728579;SEVASTOPOLETS-1;Russia;273155500;UDLF;In Service/Commission;1208;Crane Vessel
7391628;SEVERNAYA;Russia;273351270;UDXE;In Service/Commission;1191;Bucket Ladder Dredger
9842889;SEVERNAYA;Russia;;;On Order/Not Commenced;1100;Fishing Vessel
9876177;SEVERNAYA;Russia;;;On Order/Not Commenced;1100;Fishing Vessel
9914955;SEVERNAYA;Russia;;;On Order/Not Commenced;2500;Fishing Vessel
9914967;SEVERNAYA;Russia;;;On Order/Not Commenced;2500;Fishing Vessel
9914979;SEVERNAYA;Russia;;;On Order/Not Commenced;2500;Fishing Vessel
9914981;SEVERNAYA;Russia;;;On Order/Not Commenced;2500;Fishing Vessel
9752644;SEVERNAYA DVINA;Russia;273397570;UAVS;In Service/Commission;2727;Trailing Suction Hopper Dredger
8206545;SEVERNAYA ZEMLYA;Russia;273340810;UBSE8;In Service/Commission;1345;Fishing Vessel
9884198;SEVERNIY POLUS;Russia;273295970;UBQW2;In Service/Commission;9843;Research Survey Vessel
8770998;SEVERNOYE SIYANIYE;Russia;273354210;UBUG3;In Service/Commission;54450;Drilling Rig, semi Submersible
8729810;SEVMORPUT;Russia;273137100;UHBY;In Service/Commission;38226;General Cargo Ship
8801187;SEVRYBA-1;Russia;273523100;UCFU;In Service/Commission;1448;Fishing Vessel
8033089;SGV-FLOT;Russia;273458830;UBSB;In Service/Commission;2615;Ore/Oil Carrier
7911507;SHAKHTY;Russia;273385100;UBHZ;In Service/Commission;3743;General Cargo Ship
9190274;SHANTAR;Russia;273359190;UBNJ7;In Service/Commission;6540;General Cargo Ship
8954908;SHILKA;Russia;273352130;UBIH8;In Service/Commission;3281;General Cargo Ship
9258741;SHPITCBERGEN;Russia;273428880;UBBR4;In Service/Commission;2848;Fishing Vessel
9752084;SHTURMAN ALBANOV;Russia;273397870;UBXO2;In Service/Commission;44354;Shuttle Tanker
9759939;SHTURMAN KOSHELEV;Russia;273391160;UCMR;In Service/Commission;44354;Shuttle Tanker
9752096;SHTURMAN MALYGIN;Russia;273398780;UHBP;In Service/Commission;44354;Shuttle Tanker
9752101;SHTURMAN OVTSYN;Russia;273391790;UBEP3;In Service/Commission;44354;Shuttle Tanker
9759927;SHTURMAN SHCHERBININ;Russia;273385570;UEXZ;In Service/Commission;44354;Shuttle Tanker
9759915;SHTURMAN SKURATOV;Russia;273392990;UBFP4;In Service/Commission;44354;Shuttle Tanker
7811020;SIBERIN 1;Russia;273380200;UHWQ;In Service/Commission;3743;General Cargo Ship
7911492;SIBERIN 2;Russia;273389100;UHZI;In Service/Commission;3743;General Cargo Ship
8104175;SIBERIN 3;Russia;273454310;UBYH;In Service/Commission;3743;General Cargo Ship
8211136;SIBERIN 4;Russia;273313800;UBEG;In Service/Commission;3978;General Cargo Ship
9774422;SIBIR;Russia;273292320;UBNV3;In Service/Commission;28494;Icebreaker
7808308;SIBIRSKIY;Russia;273814200;UDDE;Laid-Up;3121;Tug
8862284;SIBIRSKIY-2101;Russia;273415080;UFRS;In Service/Commission;3409;General Cargo Ship
7811044;SIBIRSKIY-2112;Russia;273342420;UBXE8;In Service/Commission;3743;General Cargo Ship
8216198;SIERRA;Russia;273358510;UAID;In Service/Commission;2618;Refrigerated Cargo Ship
9735335;SIG;Russia;273340190;UDKP;In Service/Commission;4754;Chemical/Products Tanker
8516627;SIMFONIYA;Russia;273313270;UFEF;In Service/Commission;4298;Refrigerated Cargo Ship
9179385;SIMUSHIR;Russia;273356170;UBRI5;In Service/Commission;6540;General Cargo Ship
7700099;SIRIUS;Russia;273313950;UHVP;In Service/Commission;1727;Refrigerated Cargo Ship
7723027;SIVUCH;Russia;273356010;UBMG8;In Service/Commission;1089;Refrigerated Cargo Ship
9157820;SIVUCH;Russia;273418870;UBWQ2;In Service/Commission;3057;Anchor Handling Tug Supply
9250385;SIYANIE SEVERA;Russia;273398650;UCAJ;In Service/Commission;6577;General Cargo Ship
9113604;SIZIMAN;Russia;273396660;UCOC;In Service/Commission;4464;General Cargo Ship
8711875;SIZIMAN;Russia;273334330;UBWF3;In Service/Commission;1905;Products Tanker 
8858087;SKIF-V;Russia;273336790;UBRK6;In Service/Commission;2463;General Cargo Ship
8300169;SLAVYANIN;Russia;273293910;UBKV7;In Service/Commission;6329;Rail Vehicles Carrier
8502432;SLAVYANKA;Russia;273385860;UBPC;In Service/Commission;4109;Refrigerated Cargo Ship
8869969;SLAVYANKA;Russia;273415410;UHVR;In Service/Commission;2426;General Cargo Ship
8943428;SMART;Russia;273439590;UFUO;In Service/Commission;2597;General Cargo Ship
9240550;SMP ARKHANGELSK;Russia;273293820;UBRV5;In Service/Commission;7752;General Cargo Ship
9398046;SMP NOVODVINSK;Russia;273298320;UBNV6;In Service/Commission;4106;General Cargo Ship
9376440;SMP SEVERODVINSK;Russia;273291430;UBUV7;In Service/Commission;4106;General Cargo Ship
8949367;SOBRAY;Russia;273393450;UCOS;In Casualty Or Repairing;5096;General Cargo Ship
9140827;SOKRAT;Russia;273215560;UBMU3;In Service/Commission;3726;Chemical/Products Tanker
8604008;SOLBORG;Russia;273317030;UBCQ;In Service/Commission;2015;Fishing Vessel
8907084;SOLIDARNOST;Russia;273219690;UBEV6;In Service/Commission;7816;Fish Factory Ship
9157014;SOLSTRAUM;Russia;273291710;UBKV3;In Service/Commission;2195;Chemical/Products Tanker
9795701;SOMMERS;Russia;273389440;UBVZ;In Service/Commission;1663;Trailing Suction Hopper Dredger
8723361;SORAKSAN;Russia;273449080;UAYO;In Service/Commission;6648;Refrigerated Cargo Ship
7942946;SORMOVO 1;Russia;273315200;UCWS;In Service/Commission;2491;General Cargo Ship
7945869;SORMOVO 2;Russia;273314800;UFDH;In Service/Commission;2491;General Cargo Ship
8101422;SORMOVO 3;Russia;273371950;UBFN6;In Service/Commission;3041;General Cargo Ship
8033912;SORMOVSKIY 71;Russia;273431210;UIQF;In Service/Commission;2466;General Cargo Ship
8222367;SORMOVSKIY-3051;Russia;273416080;UILG;In Service/Commission;3041;General Cargo Ship
8222379;SORMOVSKIY-3052;Russia;273328500;UISO;In Service/Commission;3041;General Cargo Ship
8222381;SORMOVSKIY-3053;Russia;273329500;UIRT;In Service/Commission;3041;General Cargo Ship
8222393;SORMOVSKIY-3054;Russia;273320600;UIRU;In Service/Commission;3041;General Cargo Ship
8419611;SORMOVSKIY-3055;Russia;273310400;UAAO;In Service/Commission;3041;General Cargo Ship
8419623;SORMOVSKIY-3056;Russia;273316200;UDBT;In Service/Commission;3041;General Cargo Ship
8419635;SORMOVSKIY-3057;Russia;273325400;UCVL;In Service/Commission;3041;General Cargo Ship
8419647;SORMOVSKIY-3058;Russia;273316400;UGYM;In Service/Commission;3041;General Cargo Ship
8702214;SORMOVSKIY-3060;Russia;273323000;UISK;In Service/Commission;2998;General Cargo Ship
8702240;SORMOVSKIY-3063;Russia;273363000;UCYQ;In Service/Commission;3048;General Cargo Ship
8704547;SORMOVSKIY-3066;Russia;273416020;UFMU;In Service/Commission;3048;General Cargo Ship
8704559;SORMOVSKIY-3067;Russia;273311900;UBWC;In Service/Commission;3048;General Cargo Ship
8704561;SORMOVSKIY-3068;Russia;273362000;UCYR;In Service/Commission;3048;General Cargo Ship
8226428;SORMOVSKIY-48;Russia;273453680;UBTS9;In Service/Commission;2466;General Cargo Ship
8332784;SORMOVSKIY-49;Russia;273325200;UAKQ;In Service/Commission;2478;General Cargo Ship
8628133;SORMOVSKIY-53;Russia;273326000;UAKX;In Service/Commission;2466;General Cargo Ship
7636860;SOVETSKAYA RODINA;Russia;273322500;UFHV;In Service/Commission;2827;General Cargo Ship
9681443;SPASATEL DEMIDOV;Russia;273387420;UBAO9;In Service/Commission;2532;Salvage Ship
9830549;SPASATEL ILJIN;Russia;273219820;UBJT4;Keel Laid;2532;Salvage Ship
9497531;SPASATEL KAREV;Russia;273357360;UBKI6;In Service/Commission;2530;Salvage Ship
9593933;SPASATEL KAVDEJKIN;Russia;273351190;UCNA;In Service/Commission;2532;Salvage Ship
9593945;SPASATEL ZABORSHCHIKOV;Russia;273331870;UBJK5;In Service/Commission;2532;Salvage Ship
8927450;SPK-1 DEMAG;Russia;273435590;;In Service/Commission;3229;Crane Vessel, non propelled
7808279;SPRAVEDLIVYY;Russia;273813200;UDDD;In Service/Commission;3121;Tug
9824942;STAKSEL 1;Russia;;;Keel Laid;5254;Chemical/Products Tanker
9690212;STALINGRAD;Russia;273340640;UAFH;In Service/Commission;4810;Chemical/Products Tanker
8230522;STAROPOLYE;Russia;273314900;UIDA;In Service/Commission;2892;General Cargo Ship
8721064;STARYY ARBAT;Russia;273258100;UDHL;In Service/Commission;4407;Fish Factory Ship
